Session,Channel,total_distance,total_duration,total_avg_speed,total_peak_speed,marathon_flights,long_flights,medium_flights,short_flights,skip_flights,trial_length
56,F,5588.88,13345.45056,0.418785411,1.3808992,0,1,1,19,17,14399.59146
56,G,8811.44,13090.91572,0.67309577,1.873787007,0,1,2,3,18,14399.59146
57,A,1093.84,1448.479614,0.755164235,1.816403155,0,0,0,9,21,14399.93202
57,B,222.64,206.4718111,1.078307004,1.675143402,0,0,0,1,0,14399.93202
57,C,4832.08,5957.000971,0.811159848,1.812819501,0,0,3,11,6,14399.93202
57,D,3176.8,10181.57025,0.31201474,1.161262688,0,1,1,21,40,14399.93202
57,E,347.6,578.468991,0.600896514,1.035340408,0,0,0,1,8,14399.93202
57,F,12114.08,11862.39599,1.021216962,1.73558359,0,2,0,3,15,14399.93202
57,G,0,0,NA,#NAME?,0,0,0,0,0,14399.93202
58,A,2679.6,3380.051065,0.792769088,1.808574426,0,0,1,14,34,14399.76479
58,B,1339.36,1642.847247,0.815267519,1.710743617,0,0,1,3,9,14399.76479
58,C,140.8,737.9582186,0.19079671,1.066002722,0,0,0,5,7,14399.76479
58,D,1449.36,2002.604524,0.723737504,1.822730589,0,0,1,4,18,14399.76479
58,E,5331.92,8565.343674,0.622499248,2.148259834,0,0,1,44,16,14399.76479
58,F,1223.2,1520.778129,0.804325086,1.892680169,0,0,0,5,20,14399.76479
58,G,230.56,277.3927782,0.831167998,1.802492595,0,0,0,3,1,14399.76479
59,A,565.84,843.6541746,0.670701357,1.247809318,0,0,0,3,7,14399.98123
59,B,2150.72,3069.247652,0.700731985,1.54887297,0,0,1,14,8,14399.98123
59,C,792.88,1840.203999,0.430865274,1.45575129,0,0,0,12,20,14399.98123
59,D,191.84,436.0325389,0.439967165,0.984175944,0,0,0,2,9,14399.98123
59,E,259.6,564.5486205,0.459836391,1.791304993,0,0,0,1,17,14399.98123
59,F,7087.52,11946.13292,0.5932899,1.779078963,1,0,1,2,6,14399.98123
59,G,1026.08,1351.757106,0.759071283,2.032421679,0,0,0,8,16,14399.98123
60,A,7790.64,9333.180405,0.834725106,1.486293126,0,0,4,6,9,14399.26906
60,B,2386.56,8927.945057,0.267313473,1.38337157,0,0,1,39,59,14399.26906
60,C,4681.6,6305.329028,0.742483061,1.572855734,0,0,5,6,9,14399.26906
60,D,4391.2,8391.294803,0.523304222,1.219066221,0,0,3,16,7,14399.26906
60,E,1063.04,1701.658145,0.62470832,1.703369702,0,0,1,4,24,14399.26906
60,F,2652.32,7096.126779,0.373770098,1.23798238,0,0,4,9,28,14399.26906
60,G,2264.24,4069.629838,0.556374926,1.238207059,0,0,0,22,31,14399.26906
61,A,11299.2,12146.22743,0.930264156,2.122691842,0,0,1,32,23,14130.90753
61,B,341.44,416.2939038,0.820189767,1.924250444,0,0,0,3,9,14130.90753
61,C,910.8,2073.510137,0.439255147,1.379967824,0,0,0,9,12,14130.90753
61,D,2614.48,5411.025055,0.483176473,1.490129231,0,0,0,25,41,14130.90753
61,E,7973.68,9580.917684,0.832245956,2.113089013,0,0,0,37,50,14130.90753
61,F,708.4,1663.085989,0.425955125,1.137529866,0,0,0,6,31,14130.90753
61,G,544.72,450.9998596,1.207805254,2.169827665,0,0,0,1,3,14130.90753
62,A,707.52,1334.604038,0.530134767,1.596832593,0,0,0,4,18,14399.99936
62,B,12995.84,12650.95613,1.027261486,2.097601316,0,0,7,13,9,14399.99936
62,C,7678,10633.57014,0.722052885,1.637782778,0,0,5,4,19,14399.99936
62,D,5035.36,12358.60938,0.407437426,1.68369873,0,0,2,34,13,14399.99936
62,E,4143.92,6688.022248,0.619603202,2.091503752,0,0,2,19,28,14399.99936
62,F,4728.24,11144.84322,0.424253613,1.873449372,0,0,1,47,39,14399.99936
62,G,10463.2,13412.27455,0.780121221,1.803652626,0,0,8,11,1,14399.99936
63,A,4817.12,6007.475848,0.801854243,1.774357974,0,1,0,12,5,14399.2411
63,B,0,0,NA,#NAME?,0,0,0,0,0,14399.2411
63,C,2388.32,4952.072701,0.482286942,1.424764396,0,0,3,7,15,14399.2411
63,D,830.72,1294.146276,0.641905799,1.643968681,0,0,0,6,4,14399.2411
63,E,540.32,639.6014609,0.844776057,1.562699792,0,0,0,3,5,14399.2411
63,F,192.72,1054.98919,0.182674858,1.184921786,0,0,0,3,30,14399.2411
63,G,766.48,773.944983,0.990354634,1.85695582,0,0,0,2,4,14399.2411
64,A,231.44,630.4564013,0.367099136,1.161913755,0,0,0,4,9,14399.99128
64,B,133.76,542.9080718,0.246376886,1.250170631,0,0,0,3,12,14399.99128
64,C,10112.08,13125.84791,0.770394421,1.628423305,0,1,3,2,2,14399.99128
64,D,13450.8,14298.6043,0.940707199,1.556656858,1,0,1,1,1,14399.99128
64,E,5096.96,7134.494003,0.714410861,1.556755998,0,0,3,15,20,14399.99128
64,F,5614.4,12593.50066,0.445817263,1.613669202,0,0,6,22,14,14399.99128
64,G,0,0,NA,#NAME?,0,0,0,0,0,14399.99128
65,A,300.96,321.7487741,0.935388179,1.641812913,0,0,0,2,1,14397.57499
65,B,884.4,1875.20243,0.471629082,1.125606154,0,0,1,7,14,14397.57499
65,C,4304.08,12530.00976,0.343501728,0.949473857,0,0,3,31,38,14397.57499
65,D,4347.2,4802.881038,0.905123397,1.944106624,0,0,0,24,32,14397.57499
65,E,236.72,620.4831953,0.381509124,1.167853673,0,0,0,4,15,14397.57499
65,F,9888.56,12462.19575,0.793484567,1.700890042,0,0,7,8,3,14397.57499
65,G,13037.2,11503.78907,1.133296162,2.148212322,0,1,4,2,3,14397.57499
66,A,2030.16,2536.252375,0.800456619,1.793996202,0,0,0,10,12,14399.9741
66,B,1528.56,1857.460528,0.822930004,1.648999772,0,0,1,2,7,14399.9741
66,C,941.6,1357.314642,0.693722716,2.837841542,0,0,0,6,24,14399.9741
66,D,2221.12,2592.608456,0.856712472,2.329861477,0,0,0,15,12,14399.9741
66,E,9537.44,14134.25065,0.674775072,1.471802983,0,0,8,8,1,14399.9741
66,F,10484.32,14094.43515,0.743862375,1.829560121,0,0,9,5,1,14399.9741
66,G,574.64,780.1705141,0.736556932,1.709790271,0,0,0,3,0,14399.9741
67,A,2520.32,2606.470852,0.966947318,2.230269972,0,0,1,8,14,14399.98386
67,B,10149.92,8584.762442,1.182318098,2.350890564,0,0,4,4,4,14399.98386
67,C,15629.68,14383.80283,1.086616674,1.70621382,1,1,0,0,0,14399.98386
67,D,0,0,NA,#NAME?,0,0,0,0,0,14399.98386
67,E,791.12,1509.23518,0.524186032,1.596682005,0,0,0,3,41,14399.98386
67,F,3175.92,5181.835488,0.612894795,1.722678819,0,0,3,10,16,14399.98386
67,G,2148.08,2006.743119,1.070430978,1.849909494,0,0,2,0,0,14399.98386
68,A,740.96,682.9873011,1.084881079,2.356982541,0,0,0,3,1,2584.229058
68,B,171.6,189.2130806,0.906914043,2.06367474,0,0,0,1,5,2584.229058
68,C,417.12,630.358058,0.661719153,1.841543649,0,0,0,4,2,2584.229058
68,D,300.96,278.4128838,1.080984457,1.83855139,0,0,0,2,1,2584.229058
68,E,572,1219.703043,0.468966609,1.563729951,0,0,1,5,6,2584.229058
68,F,335.28,402.7305095,0.832517011,1.908296761,0,0,0,2,6,2584.229058
68,G,0,0,NA,#NAME?,0,0,0,0,0,2584.229058
69,A,6822.64,8300.686169,0.821936869,1.492656606,1,0,0,2,0,14397.36433
69,B,11591.36,12942.5681,0.895599692,1.719179616,0,0,8,9,7,14397.36433
69,C,704.88,663.618839,1.062175994,1.646724996,0,0,1,0,3,14397.36433
69,D,3222.56,3210.320034,1.003812693,2.130472099,0,0,1,11,45,14397.36433
69,E,271.92,247.6983871,1.09778672,1.47306,0,0,0,1,1,14397.36433
69,F,8881.84,13041.10167,0.681065161,1.35595128,0,1,4,4,0,14397.36433
69,G,0,0,NA,#NAME?,0,0,0,0,0,14397.36433
101,A,0,0,NA,#NAME?,0,0,0,0,0,14399.98796
101,B,103.84,369.2585986,0.281212138,1.505771403,0,0,0,2,9,14399.98796
101,C,2266.88,8227.279014,0.275532165,2.79826957,0,0,2,29,49,14399.98796
101,D,154.88,664.2422779,0.233167935,1.025999921,0,0,0,1,38,14399.98796
101,E,4557.52,8495.292717,0.536475923,1.464194171,0,0,3,20,7,14399.98796
101,F,0,0,NA,#NAME?,0,0,0,0,0,14399.98796
101,G,1703.68,2407.375967,0.707691704,1.917503694,0,0,0,11,46,14399.98796
102,A,2892.56,3103.832617,0.931931698,2.02755168,0,0,2,4,9,14397.55629
102,B,0,0,NA,#NAME?,0,0,0,0,0,14397.55629
102,C,3015.76,4016.442919,0.750853444,1.509858917,0,0,2,7,8,14397.55629
102,D,0,0,NA,#NAME?,0,0,0,0,0,14397.55629
102,E,0,0,NA,#NAME?,0,0,0,0,0,14397.55629
102,F,4341.04,7733.669136,0.561317005,1.356170494,0,0,2,26,5,14397.55629
102,G,2339.92,3253.824155,0.719129212,1.489344561,0,0,1,8,28,14397.55629
103,A,683.76,2713.882813,0.251948978,1.133493327,0,0,0,11,76,14399.97997
103,B,0,0,NA,#NAME?,0,0,0,0,0,14399.97997
103,C,0,0,NA,#NAME?,0,0,0,0,0,14399.97997
103,D,0,0,NA,#NAME?,0,0,0,0,0,14399.97997
103,E,253.44,539.0290351,0.470178754,1.697360836,0,0,0,1,15,14399.97997
103,F,3669.6,7259.774074,0.505470275,1.401740549,0,0,3,11,13,14399.97997
103,G,0,0,NA,#NAME?,0,0,0,0,0,14399.97997
104,A,3301.76,7055.639349,0.467960427,1.562100594,0,0,1,30,25,14399.98087
104,B,964.48,1166.388434,0.826894345,1.906750996,0,0,0,3,5,14399.98087
104,C,565.84,643.437887,0.879401122,1.485585434,0,0,0,1,3,14399.98087
104,D,548.24,1103.459872,0.496837279,1.295729386,0,0,0,5,6,14399.98087
104,E,0,0,NA,#NAME?,0,0,0,0,0,14399.98087
104,F,969.76,3275.787354,0.296038752,1.62602867,0,0,0,15,52,14399.98087
104,G,58.96,199.630707,0.295345345,0.752439069,0,0,0,1,6,14399.98087
105,A,0,0,NA,#NAME?,0,0,0,0,0,14399.99244
105,B,0,0,NA,#NAME?,0,0,0,0,0,14399.99244
105,C,12984.4,14283.15643,0.909070769,1.818380793,1,0,2,0,0,14399.99244
105,D,3850,11119.39232,0.346241943,1.709950276,0,0,2,32,19,14399.99244
105,E,2490.4,3421.071851,0.727958987,1.917629218,0,0,4,2,4,14399.99244
105,F,0,0,NA,#NAME?,0,0,0,0,0,14399.99244
105,G,29.92,34.35010195,0.871030894,1.089765739,0,0,0,0,1,14399.99244
106,A,0,0,NA,#NAME?,0,0,0,0,0,11811.23324
106,B,0,0,NA,#NAME?,0,0,0,0,0,11811.23324
106,C,0,0,NA,#NAME?,0,0,0,0,0,11811.23324
106,D,1254,3277.154015,0.38264909,1.529203291,0,0,1,4,18,11811.23324
106,E,3727.68,10028.3232,0.371715184,1.419328902,0,0,4,14,19,11811.23324
106,F,4561.92,9220.44493,0.494761374,1.406407126,0,1,2,4,8,11811.23324
