"Family","ID","Sex","oTreatment","Size","Activity","Block","tstart","Lifespan","Censored","timegroup"
"xF","xF4","F","A","4.096666667","Flight","B",62,63,0,40
"xF","xF4","F","A","4.096666667","Flight","B",63,64,0,41
"xF","xF4","F","A","4.096666667","Flight","B",64,65,0,42
"xF","xF4","F","A","4.096666667","Flight","B",65,66,0,43
"xF","xF4","F","A","4.096666667","Flight","B",66,67,0,44
"xF","xF4","F","A","4.096666667","Flight","B",67,68,0,45
"xF","xF4","F","A","4.096666667","Flight","B",68,69,0,46
"xF","xF4","F","A","4.096666667","Flight","B",69,70,0,47
"xF","xF4","F","A","4.096666667","Flight","B",70,71,0,48
"xF","xF4","F","A","4.096666667","Flight","B",71,72,0,49
"xF","xF4","F","A","4.096666667","Flight","B",72,73,0,50
"xF","xF4","F","A","4.096666667","Flight","B",73,74,0,51
"xF","xF4","F","A","4.096666667","Flight","B",74,75,0,52
"xF","xF4","F","A","4.096666667","Flight","B",75,76,0,53
"xF","xF4","F","A","4.096666667","Flight","B",76,77,0,54
"xF","xF4","F","A","4.096666667","Flight","B",77,78,0,55
"xF","xF4","F","A","4.096666667","Flight","B",78,79,0,56
"xF","xF4","F","A","4.096666667","Flight","B",79,80,0,57
"xF","xF4","F","A","4.096666667","Flight","B",80,82,0,58
"xF","xF4","F","A","4.096666667","Flight","B",82,83,0,59
"xF","xF4","F","A","4.096666667","Flight","B",83,84,0,60
"xF","xF4","F","A","4.096666667","Flight","B",84,85,0,61
"xF","xF4","F","A","4.096666667","Flight","B",85,86,0,62
"xF","xF4","F","A","4.096666667","Flight","B",86,87,0,63
"xF","xF4","F","A","4.096666667","Flight","B",87,89,0,64
"xF","xF4","F","A","4.096666667","Flight","B",89,90,0,65
"xF","xF4","F","A","4.096666667","Flight","B",90,91,0,66
"xF","xF4","F","A","4.096666667","Flight","B",91,92,0,67
"xF","xF4","F","A","4.096666667","Flight","B",92,93,0,68
"xF","xF4","F","A","4.096666667","Flight","B",93,94,0,69
"xF","xF4","F","A","4.096666667","Flight","B",94,95,0,70
"xF","xF4","F","A","4.096666667","Flight","B",95,96,0,71
"xF","xF4","F","A","4.096666667","Flight","B",96,97,0,72
"xF","xF4","F","A","4.096666667","Flight","B",97,98,0,73
"xF","xF4","F","A","4.096666667","Flight","B",98,99,0,74
"xF","xF4","F","A","4.096666667","Flight","B",99,100,0,75
"xF","xF4","F","A","4.096666667","Flight","B",100,102,0,76
"xF","xF4","F","A","4.096666667","Flight","B",102,103,0,77
"xF","xF4","F","A","4.096666667","Flight","B",103,105,0,78
"xF","xF4","F","A","4.096666667","Flight","B",105,106,0,79
"xF","xF4","F","A","4.096666667","Flight","B",106,107,0,80
"xF","xF4","F","A","4.096666667","Flight","B",107,108,0,81
"xF","xF4","F","A","4.096666667","Flight","B",108,109,0,82
"xF","xF4","F","A","4.096666667","Flight","B",109,110,0,83
"xF","xF4","F","A","4.096666667","Flight","B",110,111,0,84
"xF","xF4","F","A","4.096666667","Flight","B",111,112,0,85
"xF","xF4","F","A","4.096666667","Flight","B",112,114,0,86
"xF","xF4","F","A","4.096666667","Flight","B",114,115,0,87
"xF","xF4","F","A","4.096666667","Flight","B",115,117,0,88
"xF","xF4","F","A","4.096666667","Flight","B",117,118,0,89
"xF","xF4","F","A","4.096666667","Flight","B",118,119,0,90
"xF","xF4","F","A","4.096666667","Flight","B",119,120,0,91
"xF","xF4","F","A","4.096666667","Flight","B",120,121,0,92
"xF","xF4","F","A","4.096666667","Flight","B",121,122,0,93
"xF","xF4","F","A","4.096666667","Flight","B",122,123,0,94
"xF","xF4","F","A","4.096666667","Flight","B",123,124,0,95
"xF","xF4","F","A","4.096666667","Flight","B",124,125,0,96
"xF","xF4","F","A","4.096666667","Flight","B",125,126,0,97
"xF","xF4","F","A","4.096666667","Flight","B",126,128,0,98
"xF","xF4","F","A","4.096666667","Flight","B",128,129,0,99
"xF","xF4","F","A","4.096666667","Flight","B",129,130,0,100
"xF","xF4","F","A","4.096666667","Flight","B",130,131,0,101
"xF","xF4","F","A","4.096666667","Flight","B",131,133,0,102
"xF","xF4","F","A","4.096666667","Flight","B",133,135,0,103
"xF","xF4","F","A","4.096666667","Flight","B",135,136,0,104
"xF","xF4","F","A","4.096666667","Flight","B",136,137,0,105
"xF","xF4","F","A","4.096666667","Flight","B",137,138,0,106
"xF","xF4","F","A","4.096666667","Flight","B",138,139,0,107
"xF","xF4","F","A","4.096666667","Flight","B",139,140,0,108
"xF","xF4","F","A","4.096666667","Flight","B",140,141,0,109
"xF","xF4","F","A","4.096666667","Flight","B",141,142,0,110
"xF","xF4","F","A","4.096666667","Flight","B",142,143,0,111
"xF","xF4","F","A","4.096666667","Flight","B",143,144,0,112
"xF","xF4","F","A","4.096666667","Flight","B",144,146,0,113
"xF","xF4","F","A","4.096666667","Flight","B",146,149,1,114
"xE","xE14","F","A","4.683333333","Flight","B",0,4,0,1
"xE","xE14","F","A","4.683333333","Flight","B",4,7,0,2
"xE","xE14","F","A","4.683333333","Flight","B",7,8,0,3
"xE","xE14","F","A","4.683333333","Flight","B",8,9,0,4
"xE","xE14","F","A","4.683333333","Flight","B",9,10,0,5
"xE","xE14","F","A","4.683333333","Flight","B",10,11,0,6
"xE","xE14","F","A","4.683333333","Flight","B",11,12,0,7
"xE","xE14","F","A","4.683333333","Flight","B",12,13,0,8
"xE","xE14","F","A","4.683333333","Flight","B",13,16,0,9
"xE","xE14","F","A","4.683333333","Flight","B",16,17,0,10
"xE","xE14","F","A","4.683333333","Flight","B",17,20,0,11
"xE","xE14","F","A","4.683333333","Flight","B",20,21,0,12
"xE","xE14","F","A","4.683333333","Flight","B",21,24,0,13
"xE","xE14","F","A","4.683333333","Flight","B",24,26,0,14
"xE","xE14","F","A","4.683333333","Flight","B",26,27,0,15
"xE","xE14","F","A","4.683333333","Flight","B",27,28,0,16
"xE","xE14","F","A","4.683333333","Flight","B",28,31,0,17
"xE","xE14","F","A","4.683333333","Flight","B",31,36,0,18
"xE","xE14","F","A","4.683333333","Flight","B",36,39,0,19
"xE","xE14","F","A","4.683333333","Flight","B",39,40,0,20
"xE","xE14","F","A","4.683333333","Flight","B",40,43,0,21
"xE","xE14","F","A","4.683333333","Flight","B",43,44,0,22
"xE","xE14","F","A","4.683333333","Flight","B",44,45,0,23
"xE","xE14","F","A","4.683333333","Flight","B",45,46,0,24
"xE","xE14","F","A","4.683333333","Flight","B",46,47,0,25
"xE","xE14","F","A","4.683333333","Flight","B",47,48,0,26
"xE","xE14","F","A","4.683333333","Flight","B",48,49,0,27
"xE","xE14","F","A","4.683333333","Flight","B",49,51,0,28
"xE","xE14","F","A","4.683333333","Flight","B",51,52,0,29
"xE","xE14","F","A","4.683333333","Flight","B",52,53,0,30
"xE","xE14","F","A","4.683333333","Flight","B",53,54,0,31
"xE","xE14","F","A","4.683333333","Flight","B",54,55,0,32
"xE","xE14","F","A","4.683333333","Flight","B",55,56,0,33
"xE","xE14","F","A","4.683333333","Flight","B",56,57,0,34
"xE","xE14","F","A","4.683333333","Flight","B",57,58,0,35
"xE","xE14","F","A","4.683333333","Flight","B",58,59,0,36
"xE","xE14","F","A","4.683333333","Flight","B",59,60,0,37
"xE","xE14","F","A","4.683333333","Flight","B",60,61,0,38
"xE","xE14","F","A","4.683333333","Flight","B",61,62,0,39
"xE","xE14","F","A","4.683333333","Flight","B",62,63,0,40
"xE","xE14","F","A","4.683333333","Flight","B",63,64,0,41
"xE","xE14","F","A","4.683333333","Flight","B",64,65,0,42
"xE","xE14","F","A","4.683333333","Flight","B",65,66,0,43
"xE","xE14","F","A","4.683333333","Flight","B",66,67,0,44
"xE","xE14","F","A","4.683333333","Flight","B",67,68,0,45
"xE","xE14","F","A","4.683333333","Flight","B",68,69,0,46
"xE","xE14","F","A","4.683333333","Flight","B",69,70,0,47
"xE","xE14","F","A","4.683333333","Flight","B",70,71,0,48
"xE","xE14","F","A","4.683333333","Flight","B",71,72,0,49
"xE","xE14","F","A","4.683333333","Flight","B",72,73,0,50
"xE","xE14","F","A","4.683333333","Flight","B",73,74,0,51
"xE","xE14","F","A","4.683333333","Flight","B",74,75,0,52
"xE","xE14","F","A","4.683333333","Flight","B",75,76,0,53
"xE","xE14","F","A","4.683333333","Flight","B",76,77,0,54
"xE","xE14","F","A","4.683333333","Flight","B",77,78,0,55
"xE","xE14","F","A","4.683333333","Flight","B",78,79,0,56
"xE","xE14","F","A","4.683333333","Flight","B",79,80,0,57
"xE","xE14","F","A","4.683333333","Flight","B",80,82,0,58
"xE","xE14","F","A","4.683333333","Flight","B",82,83,0,59
"xE","xE14","F","A","4.683333333","Flight","B",83,84,0,60
"xE","xE14","F","A","4.683333333","Flight","B",84,85,0,61
"xE","xE14","F","A","4.683333333","Flight","B",85,86,0,62
"xE","xE14","F","A","4.683333333","Flight","B",86,87,0,63
"xE","xE14","F","A","4.683333333","Flight","B",87,89,0,64
"xE","xE14","F","A","4.683333333","Flight","B",89,90,0,65
"xE","xE14","F","A","4.683333333","Flight","B",90,91,0,66
"xE","xE14","F","A","4.683333333","Flight","B",91,92,0,67
"xE","xE14","F","A","4.683333333","Flight","B",92,93,0,68
"xE","xE14","F","A","4.683333333","Flight","B",93,94,0,69
"xE","xE14","F","A","4.683333333","Flight","B",94,95,0,70
"xE","xE14","F","A","4.683333333","Flight","B",95,96,0,71
"xE","xE14","F","A","4.683333333","Flight","B",96,97,0,72
"xE","xE14","F","A","4.683333333","Flight","B",97,98,0,73
"xE","xE14","F","A","4.683333333","Flight","B",98,99,0,74
"xE","xE14","F","A","4.683333333","Flight","B",99,100,0,75
"xE","xE14","F","A","4.683333333","Flight","B",100,102,0,76
"xE","xE14","F","A","4.683333333","Flight","B",102,103,0,77
"xE","xE14","F","A","4.683333333","Flight","B",103,105,0,78
"xE","xE14","F","A","4.683333333","Flight","B",105,106,0,79
"xE","xE14","F","A","4.683333333","Flight","B",106,107,0,80
"xE","xE14","F","A","4.683333333","Flight","B",107,108,0,81
"xE","xE14","F","A","4.683333333","Flight","B",108,109,0,82
"xE","xE14","F","A","4.683333333","Flight","B",109,110,0,83
"xE","xE14","F","A","4.683333333","Flight","B",110,111,0,84
"xE","xE14","F","A","4.683333333","Flight","B",111,112,0,85
"xE","xE14","F","A","4.683333333","Flight","B",112,114,0,86
"xE","xE14","F","A","4.683333333","Flight","B",114,115,0,87
"xE","xE14","F","A","4.683333333","Flight","B",115,117,0,88
"xE","xE14","F","A","4.683333333","Flight","B",117,118,0,89
"xE","xE14","F","A","4.683333333","Flight","B",118,119,0,90
"xE","xE14","F","A","4.683333333","Flight","B",119,120,0,91
"xE","xE14","F","A","4.683333333","Flight","B",120,121,0,92
"xE","xE14","F","A","4.683333333","Flight","B",121,122,0,93
"xE","xE14","F","A","4.683333333","Flight","B",122,123,0,94
"xE","xE14","F","A","4.683333333","Flight","B",123,124,0,95
"xE","xE14","F","A","4.683333333","Flight","B",124,125,0,96
"xE","xE14","F","A","4.683333333","Flight","B",125,126,0,97
"xE","xE14","F","A","4.683333333","Flight","B",126,128,0,98
"xE","xE14","F","A","4.683333333","Flight","B",128,129,0,99
"xE","xE14","F","A","4.683333333","Flight","B",129,130,0,100
"xE","xE14","F","A","4.683333333","Flight","B",130,131,0,101
"xE","xE14","F","A","4.683333333","Flight","B",131,133,0,102
"xE","xE14","F","A","4.683333333","Flight","B",133,135,0,103
"xE","xE14","F","A","4.683333333","Flight","B",135,136,0,104
"xE","xE14","F","A","4.683333333","Flight","B",136,137,0,105
"xE","xE14","F","A","4.683333333","Flight","B",137,138,0,106
"xE","xE14","F","A","4.683333333","Flight","B",138,139,0,107
"xE","xE14","F","A","4.683333333","Flight","B",139,140,0,108
"xE","xE14","F","A","4.683333333","Flight","B",140,141,0,109
"xE","xE14","F","A","4.683333333","Flight","B",141,142,0,110
"xE","xE14","F","A","4.683333333","Flight","B",142,143,0,111
"xE","xE14","F","A","4.683333333","Flight","B",143,144,0,112
"xE","xE14","F","A","4.683333333","Flight","B",144,146,1,113
"xAH","xAH14","M","B","5.296666667","Flight","F",0,4,0,1
"xAH","xAH14","M","B","5.296666667","Flight","F",4,7,0,2
"xAH","xAH14","M","B","5.296666667","Flight","F",7,8,0,3
"xAH","xAH14","M","B","5.296666667","Flight","F",8,9,0,4
"xAH","xAH14","M","B","5.296666667","Flight","F",9,10,0,5
"xAH","xAH14","M","B","5.296666667","Flight","F",10,11,0,6
"xAH","xAH14","M","B","5.296666667","Flight","F",11,12,0,7
"xAH","xAH14","M","B","5.296666667","Flight","F",12,13,0,8
"xAH","xAH14","M","B","5.296666667","Flight","F",13,16,0,9
"xAH","xAH14","M","B","5.296666667","Flight","F",16,17,0,10
"xAH","xAH14","M","B","5.296666667","Flight","F",17,20,0,11
"xAH","xAH14","M","B","5.296666667","Flight","F",20,21,0,12
"xAH","xAH14","M","B","5.296666667","Flight","F",21,24,0,13
"xAH","xAH14","M","B","5.296666667","Flight","F",24,26,0,14
"xAH","xAH14","M","B","5.296666667","Flight","F",26,27,0,15
"xAH","xAH14","M","B","5.296666667","Flight","F",27,28,0,16
"xAH","xAH14","M","B","5.296666667","Flight","F",28,31,0,17
"xAH","xAH14","M","B","5.296666667","Flight","F",31,36,0,18
"xAH","xAH14","M","B","5.296666667","Flight","F",36,39,0,19
"xAH","xAH14","M","B","5.296666667","Flight","F",39,40,0,20
"xAH","xAH14","M","B","5.296666667","Flight","F",40,43,0,21
"xAH","xAH14","M","B","5.296666667","Flight","F",43,44,0,22
"xAH","xAH14","M","B","5.296666667","Flight","F",44,45,0,23
"xAH","xAH14","M","B","5.296666667","Flight","F",45,46,0,24
"xAH","xAH14","M","B","5.296666667","Flight","F",46,47,0,25
"xAH","xAH14","M","B","5.296666667","Flight","F",47,48,0,26
"xAH","xAH14","M","B","5.296666667","Flight","F",48,49,0,27
"xAH","xAH14","M","B","5.296666667","Flight","F",49,51,0,28
"xAH","xAH14","M","B","5.296666667","Flight","F",51,52,0,29
"xAH","xAH14","M","B","5.296666667","Flight","F",52,53,0,30
"xAH","xAH14","M","B","5.296666667","Flight","F",53,54,0,31
"xAH","xAH14","M","B","5.296666667","Flight","F",54,55,0,32
"xAH","xAH14","M","B","5.296666667","Flight","F",55,56,0,33
"xAH","xAH14","M","B","5.296666667","Flight","F",56,57,0,34
"xAH","xAH14","M","B","5.296666667","Flight","F",57,58,0,35
"xAH","xAH14","M","B","5.296666667","Flight","F",58,59,0,36
"xAH","xAH14","M","B","5.296666667","Flight","F",59,60,0,37
"xAH","xAH14","M","B","5.296666667","Flight","F",60,61,0,38
"xAH","xAH14","M","B","5.296666667","Flight","F",61,62,0,39
"xAH","xAH14","M","B","5.296666667","Flight","F",62,63,0,40
"xAH","xAH14","M","B","5.296666667","Flight","F",63,64,0,41
"xAH","xAH14","M","B","5.296666667","Flight","F",64,65,0,42
"xAH","xAH14","M","B","5.296666667","Flight","F",65,66,0,43
"xAH","xAH14","M","B","5.296666667","Flight","F",66,67,0,44
"xAH","xAH14","M","B","5.296666667","Flight","F",67,68,0,45
"xAH","xAH14","M","B","5.296666667","Flight","F",68,69,0,46
"xAH","xAH14","M","B","5.296666667","Flight","F",69,70,0,47
"xAH","xAH14","M","B","5.296666667","Flight","F",70,71,0,48
"xAH","xAH14","M","B","5.296666667","Flight","F",71,72,0,49
"xAH","xAH14","M","B","5.296666667","Flight","F",72,73,0,50
"xAH","xAH14","M","B","5.296666667","Flight","F",73,74,0,51
"xAH","xAH14","M","B","5.296666667","Flight","F",74,75,0,52
"xAH","xAH14","M","B","5.296666667","Flight","F",75,76,0,53
"xAH","xAH14","M","B","5.296666667","Flight","F",76,77,0,54
"xAH","xAH14","M","B","5.296666667","Flight","F",77,78,0,55
"xAH","xAH14","M","B","5.296666667","Flight","F",78,79,0,56
"xAH","xAH14","M","B","5.296666667","Flight","F",79,80,0,57
"xAH","xAH14","M","B","5.296666667","Flight","F",80,82,0,58
"xAH","xAH14","M","B","5.296666667","Flight","F",82,83,0,59
"xAH","xAH14","M","B","5.296666667","Flight","F",83,84,0,60
"xAH","xAH14","M","B","5.296666667","Flight","F",84,85,0,61
"xAH","xAH14","M","B","5.296666667","Flight","F",85,86,0,62
"xAH","xAH14","M","B","5.296666667","Flight","F",86,87,0,63
"xAH","xAH14","M","B","5.296666667","Flight","F",87,89,0,64
"xAH","xAH14","M","B","5.296666667","Flight","F",89,90,0,65
"xAH","xAH14","M","B","5.296666667","Flight","F",90,91,0,66
"xAH","xAH14","M","B","5.296666667","Flight","F",91,92,0,67
"xAH","xAH14","M","B","5.296666667","Flight","F",92,93,0,68
"xAH","xAH14","M","B","5.296666667","Flight","F",93,94,0,69
"xAH","xAH14","M","B","5.296666667","Flight","F",94,95,0,70
"xAH","xAH14","M","B","5.296666667","Flight","F",95,96,0,71
"xAH","xAH14","M","B","5.296666667","Flight","F",96,97,0,72
"xAH","xAH14","M","B","5.296666667","Flight","F",97,98,0,73
"xAH","xAH14","M","B","5.296666667","Flight","F",98,99,0,74
"xAH","xAH14","M","B","5.296666667","Flight","F",99,100,0,75
"xAH","xAH14","M","B","5.296666667","Flight","F",100,102,0,76
"xAH","xAH14","M","B","5.296666667","Flight","F",102,103,0,77
"xAH","xAH14","M","B","5.296666667","Flight","F",103,105,0,78
"xAH","xAH14","M","B","5.296666667","Flight","F",105,106,0,79
"xAH","xAH14","M","B","5.296666667","Flight","F",106,107,0,80
"xAH","xAH14","M","B","5.296666667","Flight","F",107,108,0,81
"xAH","xAH14","M","B","5.296666667","Flight","F",108,109,0,82
"xAH","xAH14","M","B","5.296666667","Flight","F",109,110,0,83
"xAH","xAH14","M","B","5.296666667","Flight","F",110,111,0,84
"xAH","xAH14","M","B","5.296666667","Flight","F",111,112,0,85
"xAH","xAH14","M","B","5.296666667","Flight","F",112,114,0,86
"xAH","xAH14","M","B","5.296666667","Flight","F",114,115,0,87
"xAH","xAH14","M","B","5.296666667","Flight","F",115,117,0,88
"xAH","xAH14","M","B","5.296666667","Flight","F",117,118,0,89
"xAH","xAH14","M","B","5.296666667","Flight","F",118,119,0,90
"xAH","xAH14","M","B","5.296666667","Flight","F",119,120,0,91
"xAH","xAH14","M","B","5.296666667","Flight","F",120,121,0,92
"xAH","xAH14","M","B","5.296666667","Flight","F",121,122,0,93
"xAH","xAH14","M","B","5.296666667","Flight","F",122,123,0,94
"xAH","xAH14","M","B","5.296666667","Flight","F",123,124,0,95
"xAH","xAH14","M","B","5.296666667","Flight","F",124,125,0,96
"xAH","xAH14","M","B","5.296666667","Flight","F",125,126,0,97
"xAH","xAH14","M","B","5.296666667","Flight","F",126,128,0,98
"xAH","xAH14","M","B","5.296666667","Flight","F",128,129,0,99
"xAH","xAH14","M","B","5.296666667","Flight","F",129,130,0,100
"xAH","xAH14","M","B","5.296666667","Flight","F",130,131,0,101
"xAH","xAH14","M","B","5.296666667","Flight","F",131,133,0,102
"xAH","xAH14","M","B","5.296666667","Flight","F",133,135,0,103
"xAH","xAH14","M","B","5.296666667","Flight","F",135,136,0,104
"xAH","xAH14","M","B","5.296666667","Flight","F",136,137,0,105
"xAH","xAH14","M","B","5.296666667","Flight","F",137,138,0,106
"xAH","xAH14","M","B","5.296666667","Flight","F",138,139,0,107
"xAH","xAH14","M","B","5.296666667","Flight","F",139,140,0,108
"xAH","xAH14","M","B","5.296666667","Flight","F",140,141,0,109
"xAH","xAH14","M","B","5.296666667","Flight","F",141,142,1,110
"xB","xB4","F","B","5.62","Flight","B",0,4,0,1
"xB","xB4","F","B","5.62","Flight","B",4,7,0,2
"xB","xB4","F","B","5.62","Flight","B",7,8,0,3
"xB","xB4","F","B","5.62","Flight","B",8,9,0,4
"xB","xB4","F","B","5.62","Flight","B",9,10,0,5
"xB","xB4","F","B","5.62","Flight","B",10,11,0,6
"xB","xB4","F","B","5.62","Flight","B",11,12,0,7
"xB","xB4","F","B","5.62","Flight","B",12,13,0,8
"xB","xB4","F","B","5.62","Flight","B",13,16,0,9
"xB","xB4","F","B","5.62","Flight","B",16,17,0,10
"xB","xB4","F","B","5.62","Flight","B",17,20,0,11
"xB","xB4","F","B","5.62","Flight","B",20,21,0,12
"xB","xB4","F","B","5.62","Flight","B",21,24,0,13
"xB","xB4","F","B","5.62","Flight","B",24,26,0,14
"xB","xB4","F","B","5.62","Flight","B",26,27,0,15
"xB","xB4","F","B","5.62","Flight","B",27,28,0,16
"xB","xB4","F","B","5.62","Flight","B",28,31,0,17
"xB","xB4","F","B","5.62","Flight","B",31,36,0,18
"xB","xB4","F","B","5.62","Flight","B",36,39,0,19
"xB","xB4","F","B","5.62","Flight","B",39,40,0,20
"xB","xB4","F","B","5.62","Flight","B",40,43,0,21
"xB","xB4","F","B","5.62","Flight","B",43,44,0,22
"xB","xB4","F","B","5.62","Flight","B",44,45,0,23
"xB","xB4","F","B","5.62","Flight","B",45,46,0,24
"xB","xB4","F","B","5.62","Flight","B",46,47,0,25
"xB","xB4","F","B","5.62","Flight","B",47,48,0,26
"xB","xB4","F","B","5.62","Flight","B",48,49,0,27
"xB","xB4","F","B","5.62","Flight","B",49,51,0,28
"xB","xB4","F","B","5.62","Flight","B",51,52,0,29
"xB","xB4","F","B","5.62","Flight","B",52,53,0,30
"xB","xB4","F","B","5.62","Flight","B",53,54,0,31
"xB","xB4","F","B","5.62","Flight","B",54,55,0,32
"xB","xB4","F","B","5.62","Flight","B",55,56,0,33
"xB","xB4","F","B","5.62","Flight","B",56,57,0,34
"xB","xB4","F","B","5.62","Flight","B",57,58,0,35
"xB","xB4","F","B","5.62","Flight","B",58,59,0,36
"xB","xB4","F","B","5.62","Flight","B",59,60,0,37
"xB","xB4","F","B","5.62","Flight","B",60,61,0,38
"xB","xB4","F","B","5.62","Flight","B",61,62,0,39
"xB","xB4","F","B","5.62","Flight","B",62,63,0,40
"xB","xB4","F","B","5.62","Flight","B",63,64,0,41
"xB","xB4","F","B","5.62","Flight","B",64,65,0,42
"xB","xB4","F","B","5.62","Flight","B",65,66,0,43
"xB","xB4","F","B","5.62","Flight","B",66,67,0,44
"xB","xB4","F","B","5.62","Flight","B",67,68,0,45
"xB","xB4","F","B","5.62","Flight","B",68,69,0,46
"xB","xB4","F","B","5.62","Flight","B",69,70,0,47
"xB","xB4","F","B","5.62","Flight","B",70,71,0,48
"xB","xB4","F","B","5.62","Flight","B",71,72,0,49
"xB","xB4","F","B","5.62","Flight","B",72,73,0,50
"xB","xB4","F","B","5.62","Flight","B",73,74,0,51
"xB","xB4","F","B","5.62","Flight","B",74,75,0,52
"xB","xB4","F","B","5.62","Flight","B",75,76,0,53
"xB","xB4","F","B","5.62","Flight","B",76,77,0,54
"xB","xB4","F","B","5.62","Flight","B",77,78,0,55
"xB","xB4","F","B","5.62","Flight","B",78,79,0,56
"xB","xB4","F","B","5.62","Flight","B",79,80,0,57
"xB","xB4","F","B","5.62","Flight","B",80,82,0,58
"xB","xB4","F","B","5.62","Flight","B",82,83,0,59
"xB","xB4","F","B","5.62","Flight","B",83,84,0,60
"xB","xB4","F","B","5.62","Flight","B",84,85,0,61
"xB","xB4","F","B","5.62","Flight","B",85,86,0,62
"xB","xB4","F","B","5.62","Flight","B",86,87,0,63
"xB","xB4","F","B","5.62","Flight","B",87,89,0,64
"xB","xB4","F","B","5.62","Flight","B",89,90,0,65
"xB","xB4","F","B","5.62","Flight","B",90,91,0,66
"xB","xB4","F","B","5.62","Flight","B",91,92,0,67
"xB","xB4","F","B","5.62","Flight","B",92,93,0,68
"xB","xB4","F","B","5.62","Flight","B",93,94,0,69
"xB","xB4","F","B","5.62","Flight","B",94,95,0,70
"xB","xB4","F","B","5.62","Flight","B",95,96,0,71
"xB","xB4","F","B","5.62","Flight","B",96,97,0,72
"xB","xB4","F","B","5.62","Flight","B",97,98,0,73
"xB","xB4","F","B","5.62","Flight","B",98,99,0,74
"xB","xB4","F","B","5.62","Flight","B",99,100,0,75
"xB","xB4","F","B","5.62","Flight","B",100,102,0,76
"xB","xB4","F","B","5.62","Flight","B",102,103,0,77
"xB","xB4","F","B","5.62","Flight","B",103,105,0,78
"xB","xB4","F","B","5.62","Flight","B",105,106,0,79
"xB","xB4","F","B","5.62","Flight","B",106,107,0,80
"xB","xB4","F","B","5.62","Flight","B",107,108,0,81
"xB","xB4","F","B","5.62","Flight","B",108,109,0,82
"xB","xB4","F","B","5.62","Flight","B",109,110,0,83
"xB","xB4","F","B","5.62","Flight","B",110,111,0,84
"xB","xB4","F","B","5.62","Flight","B",111,112,0,85
"xB","xB4","F","B","5.62","Flight","B",112,114,0,86
"xB","xB4","F","B","5.62","Flight","B",114,115,0,87
"xB","xB4","F","B","5.62","Flight","B",115,117,0,88
"xB","xB4","F","B","5.62","Flight","B",117,118,0,89
"xB","xB4","F","B","5.62","Flight","B",118,119,0,90
"xB","xB4","F","B","5.62","Flight","B",119,120,0,91
"xB","xB4","F","B","5.62","Flight","B",120,121,0,92
"xB","xB4","F","B","5.62","Flight","B",121,122,0,93
"xB","xB4","F","B","5.62","Flight","B",122,123,0,94
"xB","xB4","F","B","5.62","Flight","B",123,124,0,95
"xB","xB4","F","B","5.62","Flight","B",124,125,0,96
"xB","xB4","F","B","5.62","Flight","B",125,126,0,97
"xB","xB4","F","B","5.62","Flight","B",126,128,0,98
"xB","xB4","F","B","5.62","Flight","B",128,129,0,99
"xB","xB4","F","B","5.62","Flight","B",129,130,0,100
"xB","xB4","F","B","5.62","Flight","B",130,131,0,101
"xB","xB4","F","B","5.62","Flight","B",131,133,0,102
"xB","xB4","F","B","5.62","Flight","B",133,135,0,103
"xB","xB4","F","B","5.62","Flight","B",135,136,0,104
"xB","xB4","F","B","5.62","Flight","B",136,137,0,105
"xB","xB4","F","B","5.62","Flight","B",137,138,0,106
"xB","xB4","F","B","5.62","Flight","B",138,139,0,107
"xB","xB4","F","B","5.62","Flight","B",139,140,0,108
"xB","xB4","F","B","5.62","Flight","B",140,141,0,109
"xB","xB4","F","B","5.62","Flight","B",141,142,1,110
"xG","xG4","F","B","5.07","Flight","B",0,4,0,1
"xG","xG4","F","B","5.07","Flight","B",4,7,0,2
"xG","xG4","F","B","5.07","Flight","B",7,8,0,3
"xG","xG4","F","B","5.07","Flight","B",8,9,0,4
"xG","xG4","F","B","5.07","Flight","B",9,10,0,5
"xG","xG4","F","B","5.07","Flight","B",10,11,0,6
"xG","xG4","F","B","5.07","Flight","B",11,12,0,7
"xG","xG4","F","B","5.07","Flight","B",12,13,0,8
"xG","xG4","F","B","5.07","Flight","B",13,16,0,9
"xG","xG4","F","B","5.07","Flight","B",16,17,0,10
"xG","xG4","F","B","5.07","Flight","B",17,20,0,11
"xG","xG4","F","B","5.07","Flight","B",20,21,0,12
"xG","xG4","F","B","5.07","Flight","B",21,24,0,13
"xG","xG4","F","B","5.07","Flight","B",24,26,0,14
"xG","xG4","F","B","5.07","Flight","B",26,27,0,15
"xG","xG4","F","B","5.07","Flight","B",27,28,0,16
"xG","xG4","F","B","5.07","Flight","B",28,31,0,17
"xG","xG4","F","B","5.07","Flight","B",31,36,0,18
"xG","xG4","F","B","5.07","Flight","B",36,39,0,19
"xG","xG4","F","B","5.07","Flight","B",39,40,0,20
"xG","xG4","F","B","5.07","Flight","B",40,43,0,21
"xG","xG4","F","B","5.07","Flight","B",43,44,0,22
"xG","xG4","F","B","5.07","Flight","B",44,45,0,23
"xG","xG4","F","B","5.07","Flight","B",45,46,0,24
"xG","xG4","F","B","5.07","Flight","B",46,47,0,25
"xG","xG4","F","B","5.07","Flight","B",47,48,0,26
"xG","xG4","F","B","5.07","Flight","B",48,49,0,27
"xG","xG4","F","B","5.07","Flight","B",49,51,0,28
"xG","xG4","F","B","5.07","Flight","B",51,52,0,29
